"BLOG_VIEW_SCRIPTS_ADMINSETTINGS_CATEGORIES_DESCRIPTION";"If you want to allow your users to categorize their blog entries, create the categories below. This feature is useful if you want to list all your users' blog entries that If you have no categories, your users will not be given the option of assigning a blog category."
"Category Name";"Category Name"
"Owner";"Owner"
"Number of Times Used";"Number of Times Used"
"Options";"Options"
"edit";"edit"
"delete";"delete"
"There are currently no categories.";"There are currently no categories."
"Add New Category";"Add New Category"
"Add Category";"Add Category"
"Global Settings";"Global Settings"
"Entries Per Page";"Entries Per Page"
"How many blog entries will be shown per page? (Enter a number between 1 and 999)";"How many blog entries will be shown per page? (Enter a number between 1 and 999)"
"Edit Category";"Edit Category"
"Delete Blog Category?";"Delete Blog Category?"
"Are you sure that you want to delete this category? It will not be recoverable after being deleted.";"Are you sure that you want to delete this category? It will not be recoverable after being deleted."
"BLOG_VIEWS_SCRIPTS_ADMINMANAGE_INDEX_DESCRIPTION";"This page lists all of the blog entries your users have posted. You can use this page to monitor these blogs and delete offensive material if necessary. Entering criteria into the filter fields will help you find specific blog entries. Leaving the filter fields blank will show all the blog entries on your social network."
"Featured";"Featured"
"Views";"Views"
"Date";"Date"
"Options";"Options"
"Delete Selected";"Delete Selected"
"There are no blog entries.";"There are no blog entries."
"view";"view"
"Blog Moderation";"Blog Moderation"
"If set up ""Yes"" admin must approve blogs before user can view it. Otherwise, the blogs are automatically approved.";"If set up ""Yes"" admin must approve blogs before user can view it. Otherwise, the blogs are automatically approved."
"Yes, allow blog moderation mode.";"Yes, allow blog moderation mode."
"No, not allow blog moderation mode.";"No, not allow blog moderation mode."
"Manage Blogs";"Manage Blogs"
"Search";"Search"
"Filter By";"Filter By"
"Approved";"Approved"
"Approve";"Approve"
"Yes";"Yes"
"No";"No"
"approve";"approve"
"unapprove";"unapprove"
"Approve Blog?";"Approve Blog?"
"Unapprove Blog?";"Unapprove Blog?"
"Are you sure that you want to approve this blog entry?";"Are you sure that you want to approve this blog entry?"
"Are you sure that you want to unapprove this blog entry?";"Are you sure that you want to unapprove this blog entry?"
"Unapprove";"Unapprove"
"Unapprove Selected";"Unapprove Selected"
"Approve Selected";"Approve Selected"
"Unapprove the selected blog(s)?";"Unapprove the selected blog(s)?"
"Are you sure that you want to unapprove %d blog(s)?";"Are you sure that you want to unapprove %d blog(s)?"
"Please select a blog to unaprrove.";"Please select a blog to unaprrove."
"Approve the selected blog(s)?";"Approve the selected blog(s)?"
"Are you sure that you want to approve %d blog(s)?";"Are you sure that you want to approve %d blog(s)?"
"Please select a blog to approve.";"Please select a blog to approve."
"All Blogs";"All Blogs"
"Only Featured Blogs";"Only Featured Blogs"
"Only Not Featured Blogs";"Only Not Featured Blogs"
"Only Approved Blogs";"Only Approved Blogs"
"Only Not Approved Blogs";"Only Not Approved Blogs"
"No one has not published any blog entries with that criteria.";"No one has not published any blog entries with that criteria."
"No one has written any blog entries yet.";"No one has written any blog entries yet."
"&#171; Previous";"&#171; Previous"
"Next &#187;";"Next &#187;"
"Blogs Search";"Blogs Search"
"View By Date";"View By Date"
"Tags";"Tags"
"Statistics";"Statistics"
"Active Blogger";"Active Blogger";"Active Bloggers"
"Posted by %1$s";"Posted by %1$s"
"There are no top blogs.";"There are no top blogs."
"View more";"View more"
"Viral Lift";"Viral Lift"
"Shares";"Shares"
"Clicks";"Clicks"
"RSS Blogs";"RSS Blogs"
"There are no commented blogs.";"There are no commented blogs."
"There are no viewed blogs.";"There are no viewed blogs."
"There are no featured blogs yet.";"There are no featured blogs yet."
"member(s)";"member(s)"
"Filled in";"Filled in"
"Become Member";"Become Member"
"Members";"Members"
"Report";"Report"
"Human Verification";"Human Verification"
"Please type the characters you see in the image.";"Please type the characters you see in the image."
"ACTIVITY_TYPE_YNBLOG_SUBSCRIBED_NEW";"When someone that I subscribed create a new blog."
"Blog Captcha";"Blog Captcha"
"If set up ""Yes"" captcha will be added to create form to prevent spamming.";"If set up ""Yes"" captcha will be added to create form to prevent spamming."
"Yes, add Captcha when creating a blog.";"Yes, add Captcha when creating a blog."
"No, do not add Captcha when creating a blog.";"No, do not add Captcha when creating a blog."
"show";"show"
"hide";"hide"
"_ACTIVITY_ACTIONTYPE_COMMENT_YNBLOG";"When I comments on a blog."
"_ACTIVITY_ACTIONTYPE_LIKE_YNBLOG";"When I likes on a blog."
"_ACTIVITY_ACTIONTYPE_YNBLOG_NEW";"When I create a blog."
"_ACTIVITY_ACTIONTYPE_YNBLOG_IMPORT";"When I import blogs"

"ITEM_TYPE_BLOG";"Blog Entry"
"View all";"View all"
"Sorry! Maximum number of allowed blogs is: %s blog(s)";"Sorry! Maximum number of allowed blogs is: %s blog(s)"
"ADMIN_ACTIVITY_TYPE_COMMENT_YNBLOG";"When a user (subject) comments on another user's (object) blog entries."
"ADMIN_ACTIVITY_TYPE_LIKE_YNBLOG";"When a user (subject) likes another user's (object) blog entries."
"ADMIN_ACTIVITY_TYPE_YNBLOG_NEW";"When a user (subject) creates a new blog entry."
"ADMIN_ACTIVITY_TYPE_YNBLOG_IMPORT";"When a user (subject) import a new blog entry."

"BLOG_IMPORT_DESCRIPTION";"If you have posts in another system you can import those into this site."
"System";"System"
"Choose a system to import.";"Choose a system to import."
"File XML";"File XML"
"Choose a file XML to import.";"Choose a file XML to import."
"XML File URL";"XML File URL"
FILE_XML_INPUT_DESCRIPTION";"Insert the URL of the XML File."
"Username";"Username"
"USERNAME_DISCRIPTION";"Original Tumblr blog name [Username.tumblr.com] not your email address or custom domain]"
"Import Blogs";"Import Blogs"
"WordPress";"WordPress"
"Blogger";"Blogger"
"Tumblr";"Tumblr"
"URL";"URL"
"Import error or no entry was gotten!";"Import error or no entry was gotten!"
"Please choose a file XML, enter a username or add an URL!";"Please choose a file XML	 enter a username or add an URL!"
"The URL has already been used. Please choose another one.";"The URL has already been used. Please choose another one."
"The URL must have XML extension and not empty.";"The URL must have XML extension and not empty."
"Username does not exist!";"Username does not exist!"
"Search blogs...";"Search blogs..."
"Most Commented";"Most Commented"
"Everyone's Blogs";"Everyone's Blogs"
"Only My Friends' Blogs";"Only My Friends' Blogs"
"Top Bloggers";"Top Bloggers"
"New Blogs";"New Blogs"
"Top Blogs";"Top Blogs"
"Most Viewed Blogs";"Most Viewed Blogs"
"Most Commented Blogs";"Most Commented Blogs"
"Featured Blogs";"Featured Blogs"
"By %1$s";"By %1$s"
"Statistic";"Statistic"
"Profile Photo";"Profile Photo"
"%s view";"%s view";"%s views"
"Other Blogs";"Other Blogs"
"Related Blogs";"Related Blogs"
"Tags: ";"Tags: "

# mail templates

# notify_admin_blog_moderation
"_EMAIL_NOTIFY_ADMIN_BLOG_MODERATION_TITLE";"Advanced Blog - Admin Moderation"
"_EMAIL_NOTIFY_ADMIN_BLOG_MODERATION_DESCRIPTION";"This email is sent to admin when a new blog entry need to be approved."
"_EMAIL_NOTIFY_ADMIN_BLOG_MODERATION_SUBJECT";"There is a new blog need to be approved"
"_EMAIL_NOTIFY_ADMIN_BLOG_MODERATION_BODY";"[header]

[sender_title] has just posted a new blog: [object_title] which need your approval.
Please click the following link to view it:

http://[host][object_link]

[footer]"

# notify_ynblog_subscribed_new
"_EMAIL_NOTIFY_YNBLOG_SUBSCRIBED_NEW_TITLE";"Advanced Blog - Subscription"
"_EMAIL_NOTIFY_YNBLOG_SUBSCRIBED_NEW_DESCRIPTION";"This email is sent to someone when a blog entry is posted by a member to whom they have subscribed."
"_EMAIL_NOTIFY_YNBLOG_SUBSCRIBED_NEW_SUBJECT";"[sender_title] posted a new blog entry: [object_title]"
"_EMAIL_NOTIFY_YNBLOG_SUBSCRIBED_NEW_BODY";"[header]

[sender_title] has posted a new blog entry: [object_title].
Please click the following link to view it:

http://[host][object_link]

[footer]"

"{item:$subject} has posted a new blog entry: {item:$object}.";"{item:$subject} has posted a new blog entry: {item:$object}."

" blog";" blog";" blogs"
"ynblog";"Blog";"Blogs"
"Yes, allow automatically import blog.";"Yes, allow automatically import blog."
"No, do not allow automatically import blog.";"No, do not allow automatically import blog."
"Import Blog";"Import Blog"
"Export Blogs";"Export Blogs"
"Description";"Description"
"Export to Wordpress";"Export to Wordpress"
"Export to Tumblr";"Export to Tumblr"
"Export to Blogger";"Export to Blogger"
"Uncheck All";"Uncheck All"
"Please choose the blogs to export!";"Please choose the blogs to export!"
"%s's Blogs";"%s's Blogs"
"Just another WordPress.com site";"Just another WordPress.com site"
